layer_id	latency	NoC_NR	L2_to_DRAM_NR	DRAM_to_L2_NR	
1	182149.3333333333	1.0274943310657596	6.453703703703703	1.9468726379440664
2	219785.06666666668	1.6768973214285714	1.6134259259259258	1.946792328042328
3	91074.66666666666	0.6932043650793652	1.6134259259259258	1.2073790627362055
4	324240.0	2.8720238095238093	0.8095238095238095	1.3692637471655327
5	188719.99999999997	3.343253968253968	0.8095238095238095	0.988695200302343
6	324240.0	2.8720238095238093	0.40476190476190477	0.9437216553287981
7	324240.0	2.8720238095238093	0.40476190476190477	0.9437216553287981
8	225960.0	4.002976190476191	0.40476190476190477	1.8320294784580498
9	414720.0	3.2142857142857144	0.20238095238095238	2.9794973544973544
10	414720.0	3.2142857142857144	0.20238095238095238	2.9794973544973544
11	171359.99999999997	2.8968253968253967	0.20238095238095238	5.312499999999999
12	171359.99999999997	2.8968253968253967	0.20238095238095238	5.312499999999999
13	171396.26666666666	2.8968253968253967	0.20238095238095238	5.313624338624338
