layer_id	latency	NoC_NR	L2_to_DRAM_NR	DRAM_to_L2_NR	
1	364298.6666666666	2.8523596938775513	6.453703703703703	2.460615079365079
2	515974.9333333333	1.671781994047619	1.6134259259259258	2.2851780990173847
3	182149.3333333333	0.5961681547619049	1.6134259259259258	1.2073790627362055
4	647290.0	2.8667534722222223	0.8067129629629629	1.3332849111866967
5	325892.2666666666	2.8720238095238093	0.8095238095238095	2.886659108087679
6	808656.0	3.437500000000001	1.6123015873015871	3.581420068027211
7	808656.0	3.437500000000001	1.6123015873015871	3.581420068027211
8	418082.13333333324	3.1696428571428568	0.40476190476190477	3.2403439153439146
9	923929.6	3.1200396825396832	1.6123015873015871	4.091950113378685
10	923929.6	3.1200396825396832	1.6123015873015871	4.091950113378685
11	401181.8666666666	3.3209325396825395	0.20238095238095238	6.21871693121693
12	401181.8666666666	3.3209325396825395	0.20238095238095238	6.21871693121693
13	401181.8666666666	3.1894841269841265	0.20238095238095238	6.21871693121693
