layer_id	latency	NoC_NR	L2_to_DRAM_NR	DRAM_to_L2_NR	
1	728597.3333333333	0.9027777777777781	6.453703703703703	1.946792328042328
2	1031949.8666666666	1.669224330357143	1.6134259259259258	2.2851780990173847
3	364298.6666666666	0.5910528273809524	1.6134259259259258	1.3333049886621313
4	1364159.9999999998	3.020833333333333	0.8067129629629629	1.207358985260771
5	846719.9999999999	3.7499999999999996	0.8095238095238095	2.8011290627362055
6	1901642.6666666663	4.04265873015873	1.6123015873015871	4.21104969765684
7	1901642.6666666663	4.04265873015873	1.6123015873015871	4.21104969765684
8	903840.0	4.002976190476191	0.40476190476190477	3.7748866213151926
9	2575948.8	4.166666666666667	3.2246031746031742	5.704251700680272
10	2575948.8	4.166666666666667	3.2246031746031742	5.704251700680272
11	1069866.6666666667	3.3209325396825395	0.20238095238095238	8.291997354497354
12	1069866.6666666667	3.3209325396825395	0.20238095238095238	8.291997354497354
13	1069866.6666666667	3.3209325396825395	0.20238095238095238	8.291997354497354
