layer_id	latency	NoC_NR	L2_to_DRAM_NR	DRAM_to_L2_NR	
1	71808.0	0.9970238095238095	6.476190476190476	3.319047619047619
2	96209.42222222222	0.78125	1.619047619047619	2.2725203661711597
3	39032.0	0.7204861111111113	1.6134259259259258	1.2902410346854791
4	158759.99999999997	3.579545454545454	0.807070707070707	1.4418109668109667
5	81060.0	2.8720238095238093	0.8095238095238095	1.9662005542957925
6	162120.0	2.8720238095238093	0.40476190476190477	1.9662005542957925
7	162120.0	2.8720238095238093	0.40476190476190477	1.9662005542957925
8	88318.4	2.8968253968253967	0.40476190476190477	3.650727513227513
9	176636.8	2.8968253968253967	0.20238095238095238	3.650727513227513
10	176636.8	2.8968253968253967	0.20238095238095238	3.650727513227513
11	83576.53333333334	4.593253968253968	0.20238095238095238	6.909435626102293
12	83576.53333333334	4.593253968253968	0.20238095238095238	6.909435626102293
13	83576.53333333334	4.593253968253968	0.20238095238095238	6.909435626102293
