layer_id	latency	NoC_NR	L2_to_DRAM_NR	DRAM_to_L2_NR	
1	67990.93333333333	1.6293124392614189	1.1873015873015873	2.0648364107547783
2	10689.6	8.229166666666668	14.571428571428571	15.907142857142857
3	23509.86666666667	3.0481150793650795	1.619047619047619	3.8872134038800708
4	39168.0	3.8095238095238093	14.571428571428571	9.161111111111111
5	53892.26666666667	5.208333333333333	3.642857142857143	20.04920634920635
6	23509.86666666667	3.0481150793650795	1.619047619047619	3.8872134038800708
7	39168.0	3.8095238095238093	14.571428571428571	9.161111111111111
8	53892.26666666667	5.208333333333333	3.642857142857143	20.04920634920635
9	23509.86666666667	3.0481150793650795	1.619047619047619	3.8872134038800708
10	39032.0	3.6030505952380953	14.520833333333332	5.0156746031746025
11	46493.86666666667	4.432663690476191	3.642857142857143	8.648412698412699
12	58235.2	4.632936507936508	0.8095238095238095	9.628835978835978
13	19738.13333333333	2.034970238095238	7.285714285714286	7.343055555555555
14	34389.86666666666	3.6681547619047614	1.8214285714285714	12.793849206349204
15	43873.6	3.7599206349206344	0.8095238095238095	7.254232804232804
16	19738.13333333333	2.034970238095238	7.285714285714286	7.343055555555555
17	34389.86666666666	3.6681547619047614	1.8214285714285714	12.793849206349204
18	43873.6	3.7599206349206344	0.8095238095238095	7.254232804232804
19	19738.13333333333	2.034970238095238	7.285714285714286	7.343055555555555
20	34389.86666666666	3.6681547619047614	1.8214285714285714	12.793849206349204
21	43873.6	3.7599206349206344	0.8095238095238095	7.254232804232804
22	19738.13333333333	2.034970238095238	7.285714285714286	7.343055555555555
23	49241.06666666666	2.905505952380953	1.8214285714285714	9.159424603174601
24	90875.2	5.654761904761904	0.40476190476190477	11.26924603174603
25	26284.266666666666	2.6658163265306123	3.642857142857143	8.381462585034013
26	69178.66666666666	5.074404761904761	0.9107142857142857	25.736111111111107
27	51997.33333333332	3.2142857142857144	0.40476190476190477	6.448082010582009
28	26284.266666666666	2.6658163265306123	3.642857142857143	8.381462585034013
29	69178.66666666666	5.074404761904761	0.9107142857142857	25.736111111111107
30	51997.33333333332	3.2142857142857144	0.40476190476190477	6.448082010582009
31	26284.266666666666	2.6658163265306123	3.642857142857143	8.381462585034013
32	69178.66666666666	5.074404761904761	0.9107142857142857	25.736111111111107
33	51997.33333333332	3.2142857142857144	0.40476190476190477	6.448082010582009
34	26284.266666666666	2.6658163265306123	3.642857142857143	8.381462585034013
35	69178.66666666666	5.074404761904761	0.9107142857142857	25.736111111111107
36	51997.33333333332	3.2142857142857144	0.40476190476190477	6.448082010582009
37	26284.266666666666	2.6658163265306123	3.642857142857143	8.381462585034013
38	69178.66666666666	5.074404761904761	0.9107142857142857	25.736111111111107
39	51997.33333333332	3.2142857142857144	0.40476190476190477	6.448082010582009
40	26284.266666666666	2.6658163265306123	3.642857142857143	8.381462585034013
41	75280.53333333333	4.705038265306124	0.9107142857142857	12.002636054421767
42	163308.8	4.451884920634921	0.0	20.2515873015873
43	58507.19999999998	18.590561224489797	1.8214285714285714	18.65663265306122
44	85462.4	6.601562499999999	0.0	23.845535714285713
45	144159.99999999997	3.1820436507936507	0.0	17.876984126984123
46	58507.19999999998	18.590561224489797	1.8214285714285714	18.65663265306122
47	85462.4	6.601562499999999	0.0	23.845535714285713
48	144159.99999999997	3.1820436507936507	0.0	17.876984126984123
49	58507.19999999998	18.590561224489797	1.8214285714285714	18.65663265306122
50	119317.33333333331	130.15625	0.0	932.1666666666665
