layer_id	latency	NoC_NR	L2_to_DRAM_NR	DRAM_to_L2_NR	
1	67963.73333333334	1.4038421491045396	1.1895043731778425	1.7691517423295848
2	11657.466666666667	8.201530612244898	14.571428571428571	14.86921768707483
3	16818.666666666664	1.8898809523809526	1.619047619047619	2.3835978835978833
4	45696.0	2.710459183673469	14.571428571428571	3.939200680272109
5	46498.399999999994	2.6658163265306123	3.642857142857143	14.827295918367346
6	16818.666666666664	1.8898809523809526	1.619047619047619	2.3835978835978833
7	45696.0	2.710459183673469	14.571428571428571	3.939200680272109
8	46498.399999999994	2.6658163265306123	3.642857142857143	14.827295918367346
9	16818.666666666664	1.8898809523809526	1.619047619047619	2.3835978835978833
10	45696.0	2.710459183673469	14.571428571428571	3.939200680272109
11	47427.73333333333	4.583864795918367	3.642857142857143	7.561819727891156
12	36647.46666666667	4.47420634920635	0.8095238095238095	4.544576719576719
13	22848.0	2.895408163265306	7.285714285714286	3.0068027210884356
14	26499.6	3.4502551020408156	1.8214285714285714	8.450127551020408
15	23160.0	2.8720238095238093	0.8095238095238095	2.1384920634920634
16	22848.0	2.895408163265306	7.285714285714286	3.0068027210884356
17	26499.6	3.4502551020408156	1.8214285714285714	8.450127551020408
18	23160.0	2.8720238095238093	0.8095238095238095	2.1384920634920634
19	22848.0	2.895408163265306	7.285714285714286	3.0068027210884356
20	26499.6	3.4502551020408156	1.8214285714285714	8.450127551020408
21	23160.0	2.8720238095238093	0.8095238095238095	2.1384920634920634
22	22848.0	2.895408163265306	7.285714285714286	3.0068027210884356
23	30212.399999999994	2.662627551020409	1.8214285714285714	4.817028061224489
24	47790.399999999994	5.674603174603174	0.40476190476190477	5.926388888888888
25	17716.266666666666	2.6658163265306123	3.642857142857143	5.649319727891156
26	27875.466666666664	5.463169642857142	0.9107142857142857	7.777752976190476
27	39004.799999999996	3.189484126984127	0.40476190476190477	4.836904761904761
28	17716.266666666666	2.6658163265306123	3.642857142857143	5.649319727891156
29	27875.466666666664	5.463169642857142	0.9107142857142857	7.777752976190476
30	39004.799999999996	3.189484126984127	0.40476190476190477	4.836904761904761
31	17716.266666666666	2.6658163265306123	3.642857142857143	5.649319727891156
32	27875.466666666664	5.463169642857142	0.9107142857142857	7.777752976190476
33	39004.799999999996	3.189484126984127	0.40476190476190477	4.836904761904761
34	17716.266666666666	2.6658163265306123	3.642857142857143	5.649319727891156
35	27875.466666666664	5.463169642857142	0.9107142857142857	7.777752976190476
36	39004.799999999996	3.189484126984127	0.40476190476190477	4.836904761904761
37	17716.266666666666	2.6658163265306123	3.642857142857143	5.649319727891156
38	27875.466666666664	5.463169642857142	0.9107142857142857	7.777752976190476
39	39004.799999999996	3.189484126984127	0.40476190476190477	4.836904761904761
40	17716.266666666666	2.6658163265306123	3.642857142857143	5.649319727891156
41	41103.73333333333	3.4502551020408156	0.9107142857142857	6.553528911564626
42	141113.59999999998	4.451884920634921	0.0	17.499206349206347
43	61050.4	6.584821428571429	1.8214285714285714	17.034151785714286
44	65932.8	6.42299107142857	0.0	18.396428571428572
45	136326.39999999997	3.1820436507936507	0.0	16.90555555555555
46	61050.4	6.584821428571429	1.8214285714285714	17.034151785714286
47	65932.8	6.42299107142857	0.0	18.396428571428572
48	136326.39999999997	3.1820436507936507	0.0	16.90555555555555
49	61050.4	6.584821428571429	1.8214285714285714	17.034151785714286
50	118963.73333333332	130.15625	0.0	929.4041666666666
