layer_id	latency	NoC_NR	L2_to_DRAM_NR	DRAM_to_L2_NR	
1	33879.86666666666	0.6877342773844232	1.1895043731778425	1.7638414549493264
2	10793.866666666665	1.8601190476190474	1.619047619047619	2.6770502645502643
3	10793.866666666665	1.8601190476190474	1.619047619047619	2.6770502645502643
4	10793.866666666665	1.8601190476190474	1.619047619047619	2.6770502645502643
5	10793.866666666665	1.8601190476190474	1.619047619047619	2.6770502645502643
6	11759.466666666667	3.348214285714285	1.619047619047619	5.833068783068783
7	12085.866666666665	2.8720238095238093	0.8095238095238095	2.997486772486772
8	12085.866666666665	2.8720238095238093	0.8095238095238095	2.997486772486772
9	12085.866666666665	2.8720238095238093	0.8095238095238095	2.997486772486772
10	15304.533333333333	4.623015873015873	0.0	7.591534391534391
11	20898.666666666664	3.1894841269841265	0.0	5.183201058201058
12	20898.666666666664	3.1894841269841265	0.0	5.183201058201058
13	20898.666666666664	3.1894841269841265	0.0	5.183201058201058
14	37127.99999999999	10.357142857142856	0.0	18.416666666666664
15	69468.79999999999	9.781746031746032	0.0	17.229365079365078
16	69468.79999999999	9.781746031746032	0.0	17.229365079365078
17	69468.79999999999	9.781746031746032	0.0	17.229365079365078
