layer_id	latency	NoC_NR	L2_to_DRAM_NR	DRAM_to_L2_NR	
1	135927.46666666667	1.383407955018742	1.1895043731778425	1.7691517423295848
2	34643.73333333333	1.6517857142857144	1.619047619047619	2.4549130763416476
3	34643.73333333333	1.6517857142857144	1.619047619047619	2.4549130763416476
4	34643.73333333333	1.6517857142857144	1.619047619047619	2.4549130763416476
5	34643.73333333333	1.6517857142857144	1.619047619047619	2.4549130763416476
6	34444.26666666666	1.7261904761904765	1.619047619047619	4.881557067271353
7	40530.0	2.8720238095238093	0.8095238095238095	2.479969765684051
8	40530.0	2.8720238095238093	0.8095238095238095	2.479969765684051
9	40530.0	2.8720238095238093	0.8095238095238095	2.479969765684051
10	49490.0	7.013888888888888	0.8095238095238095	6.824414210128495
11	104502.39999999998	5.014880952380952	0.40476190476190477	6.479563492063491
12	104502.39999999998	5.014880952380952	0.40476190476190477	6.479563492063491
13	104502.39999999998	5.014880952380952	0.40476190476190477	6.479563492063491
14	148511.99999999997	5.674603174603174	0.40476190476190477	18.416666666666664
15	277875.19999999995	3.1820436507936507	0.20238095238095238	17.229365079365078
16	277875.19999999995	3.1820436507936507	0.20238095238095238	17.229365079365078
17	277875.19999999995	3.1820436507936507	0.20238095238095238	17.229365079365078
